listing_id,raw_title,raw_date,raw_venue,source,wrong_day_noise
L001008,cle v. orl,1/27/2026,Rocket Arena,scraped_feed_c,False
L001009,Cleveland Cavaliers vs Orlando Magic,1/27/2026,,partner_feed_a,False
L001010,&nbsp; CLE  v. ORL ,1/27/26,Rocket Arena,scraped_feed_c,False
L001011,Cleveland Cavaliers vs Orlando Magic,"January 27, 2026",Rocket Arena,official_feed,False
L001012,Chicago Bulls at Milwaukee Bucks,November 8,Fiserv Forum,scraped_feed_b,False
L001013,Chicago Bulls at Milwaukee Bucks,11/8/2025,Bradley Center,scraped_feed_c,False
L001014,Chicago Bulls at Milwaukee Bucks,"November 8, 2025",Fiserv Forum,official_feed,False
L001015,Milwaukee Bucks vs Chicago Bulls,"November 8, 2025",Fiserv Forum,official_feed,False
L001016,Buffalo Bills at Cleveland Browns,12/21/2025,Huntington Bank Field,partner_feed_a,False
L001017,Cleveland Browns vs Buffalo Bills,"December 21, 2025",Huntington Bank Field,official_feed,False
L001018,Buffalo Bills @ Cleveland Brpwns,,Huntington Bank Field,scraped_feed_c,False
L001019,Bufflo Bills v. Clevekand Browns,12/21/2025,,scraped_feed_b,False
L001020,ATL at SAC,November 13,Golden 1 Center,scraped_feed_c,False
L001021,Sacramento Kings vs Atlanta Hawks,"November 13, 2025",Golden 1 Center,official_feed,False
L001022,ATLANTA HAWKD VS SACRAMENTO KINGS,11/12/2025,Golden 1 Center,scraped_feed_c,True
L001023,SACRAMENTO KINGS VS ATLANTA HAWKS,"November 13, 2025",Golden 1 Center,partner_feed_a,False
L001024,IND VS LAL,3/7/26,crypto.com Arena,partner_feed_a,False
L001025,Indiana Pacers vs Los Angeles Lakers,March 7,crypto.com Arena,scraped_feed_b,False
L001026,Los Angeles Lakers vs Indiana Pacers,3/7/26,crypto.com Arena,partner_feed_a,False
L001027,Los&nbsp;Anfeles Lalers vs Indiana Pacers,March 7,crypto.com Arena,scraped_feed_c,False
L001028,Cleveland Cavaliers at Indiana Pacers,2025-12-02,Gainbridge Fieldhouse,official_feed,False
L001029,IND vs CLE,"December 2, 2025",Gainbridge Fieldhouse,scraped_feed_c,False
L001030,Indiana Pacers v. Clveeland Cavaliers,2025-12-02,,scraped_feed_b,False
L001031,Indiana Pacers vs Cleveland Cavaliers,"December 2, 2025",Gainbridge Fieldhouse,official_feed,False
L001032,Detroit Pistons at Philadelphia 76ers,11/10/25,,partner_feed_a,False
L001033,DET AT PHI,11/10/2025,Xfinity Mobile Arena,scraped_feed_b,False
L001034,Detroit Pistons vs Philadelphia 76ers,11/10/25,Xfinity Mobile Arena,official_feed,False
L001035,DETROIT PISTONS VS PHILADELPHIA7 6ERS,11/10/2025,Xfinity Mobile Arena,scraped_feed_c,False
L001036,GOLDEN STATE EARRIORS AT WASHINGTON WIZARD,2026-03-16,VC,scraped_feed_c,False
L001037,GSW vs WAS,March 16,Capital One Arena,partner_feed_a,False
L001038,gsw va was,"March 16, 2026",Capital One Arena,scraped_feed_c,False
L001039,  GSW  vs WAS ,3/15/26,Capital One Arena,scraped_feed_c,True
L001040,Chicago Bulls at Houston Rockets,1/14/26,,scraped_feed_c,False
L001041,HOU vs CHI,January 14,Toyota Center (Houston),partner_feed_a,False
L001042,Chicago Bulls at Houston Rockets,2026-01-14,Toyota Center (Houston),partner_feed_a,False
L001043,HOU vs HI,1/14/2026,Toyota Center (Houston),scraped_feed_c,False
L001044,DENVER NUGGETS VS SAN ANTONIO SPURS,March 13,Frost Bank Center,partner_feed_a,False
L001045,SAS v. DEN,March 13,FBC,scraped_feed_c,False
L001046,Denver Nuggets at San Antonio Spurs,March 13,Frost Bank Center,official_feed,False
L001047,San&nbsp;Antonio Spurs vs Denver Nuggets,3/13/2026,AC,scraped_feed_b,False
L001048,Washington Commanders vs Las Vegas Raiders,9/21/2025,Northwest Stadium,scraped_feed_b,False
L001049,Washington Commanders vs Las Vegas Raiders,2025-09-21,Northwest Stadium,official_feed,False
L001050,Washington Commanders vs Las Vegas Raiders,2025-09-21,Northwest Stadium,official_feed,False
L001051,was&nbsp;vs lv,2025-09-21,Northwest Stadium,scraped_feed_b,False
L001052,OKC vs CHA,2025-10-05,North Charleston Coliseum,scraped_feed_b,False
L001053,cah vs okc,2025-10-05,North Charleston Coliseum,scraped_feed_b,False
L001054,kc @ cha,10/5/25,,scraped_feed_c,False
L001055,Oklahoma City Thunder vs Charlotte Hornets,10/5/2025,North Charleston Coliseum,official_feed,False
L001056,la clippers v. olden state warrior,4/16/2026,Intuit Dome,scraped_feed_b,False
L001057,LA Clippers v. GSW,4/16/2026,Intuit Dome,scraped_feed_b,False
L001058,Golden State Warriors at LA Clippers,4/16/26,Intuit Dome,official_feed,False
L001059,LA Clippers vs Golden State Warriors,April 16,Intuit Dome,official_feed,False
L001060,Washington Wizards vs Indiana Pacers,2026-02-20,Capital One Arena,official_feed,False
L001061,Indiana Pacers vs Washington Wizards,February 20,Capital One Arena,official_feed,False
L001062,INIANA&nbsp;PACERS VS WASHINGTOM WIZARDS,February 20,VC,scraped_feed_b,False
L001063,was vs ind,2026-02-20,,partner_feed_a,False
L001064,Cleveland Cavaliers vs Indiana Pacers,November 22,,partner_feed_a,False
L001065,indiana pacers v. cleveland cavaliers,"November 22, 2025",The Q,scraped_feed_b,False
L001066,INDIANA PACERS VS CLEVELAND CAVALIERS,November 22,Rocket Arena,partner_feed_a,False
L001067,IND VS CLE,November 22,,partner_feed_a,False
L001068,New Orleans Pelicans vs Golden State Warriors,2025-11-30,Chase Center,official_feed,False
L001069,GSW VS NOP,11/30/2025,,partner_feed_a,False
L001070,GSW v NOP,11/30/25,Chase Center,scraped_feed_b,False
L001071,NOP AT GSW,2025-11-30,Chase Center,partner_feed_a,False
L001072,Los Angeles Lakers vs Cleveland Cavaliers,"January 29, 2026",Rocket Arena,official_feed,False
L001073,LAL AT CLE,1/29/2026,,partner_feed_a,False
L001074,Los Angeles Lakers vs Cleveland Cavaliers,"January 29, 2026",Rocket Arena,official_feed,False
L001075,LAL at CLE,"January 29, 2026",Rocket Arena,partner_feed_a,False
L001076,DET v. PTI,12/21/25,Ford Field,scraped_feed_c,False
L001077,Detroit Lions vs Pittsburgh Steelers,December 21,Ford Field,official_feed,False
L001078,Detroit Lions vs Pittsburgh Steelers,12/21/25,Ford Field,official_feed,False
L001079,Pittsburgh Steelers vs Detroit Lions,December 21,Ford Field,partner_feed_a,False
L001080,BOS vs PHI,April 26,Xfinity Mobile Arena,scraped_feed_c,False
L001081,BOS vs PHI,2026-04-26,Xfinity Mobile Arena,scraped_feed_b,False
L001082,bos vs phi,2026-04-26,Xfinity Mobile Arena,partner_feed_a,False
L001083,BOSTON CELTICS AT PHILADELPHIA 76ERS,2026-04-26,Xfinity Mobile Arena,partner_feed_a,False
L001084,SAN ANTONIO SPURS VS NEW YORK KNICKS,6/6/26,AT&T Center,partner_feed_a,False
L001085,  SAS  v. NYK ,June 6,Frost Bank Center,scraped_feed_c,False
L001086,New York Knicks at San Antonio Spurs,6/6/2026,Frost Bank Center,official_feed,False
L001087,  SAS  v. NYK ,6/6/26,Frost Bank Center,scraped_feed_b,False
L001088,LA Clippers vs Detroit Pistons,1/11/26,Little Caesars Arena,official_feed,False
L001089,Detroit Pistons vs LA Clippers,1/11/2026,Little Caesars Arena,partner_feed_a,False
L001090,LA Clippers vs Detroit Pistons,"January 11, 2026",Little Caesars Arena,official_feed,False
L001091,DET vs LA Clippers,1/11/2026,Little Caesars Arena,partner_feed_a,False
L001092,  ATLANTA  HAWKS VS INDIANA PACERS ,"January 25, 2026",State Farm Arena Atlanta,scraped_feed_c,True
L001093,Indiana Pacers vs Atlanta Hawks,January 26,State Farm Arena,scraped_feed_b,False
L001094,IND at ATL,2026-01-26,,scraped_feed_c,False
L001095,Atlanta Hawks vs Indiana Pacers,January 26,State Farm Arena,official_feed,False
L001096,Denver Nuggets vs Philadelphia 76ers,"January 6, 2026",Xfinity Mobile Arena,official_feed,False
L001097,Philadelphia 76ers vs Denver Nuggets,1/6/2026,Xfinity Mobile Arena,partner_feed_a,False
L001098,Philadelphia 76ers vs Denver Nuggets,January 6,Xfinity Mobile Arena,official_feed,False
L001099,Dever Nuggets vs Philadelphia 76era,1/6/2026,XMA,scraped_feed_b,False
L001100,Toronto Raptors vs Milwaukee Bucks,2/22/26,Fiserv Forum,official_feed,False
L001101,TOR&nbsp;at MIL,2026-02-22,Fiserv Forum Milwaukee,scraped_feed_b,False
L001102,Toronto Raptors at Milwaukee Bucks,February 22,Fiserv Forum,official_feed,False
L001103,Toronto Raptors vs Milwaukee Bucks,February 22,Fiserv Forum,official_feed,False
L001104,NYK at MIL,February 28,Fiserv Forum,partner_feed_a,False
L001105,New York Knicks vs Milwaukee Bucks,2/28/2026,Fiserv Forum,official_feed,False
L001106,  NYK  AT MIL ,,BC,scraped_feed_c,False
L001107,NYK at MIL,2/28/26,Fiserv Forum,partner_feed_a,False
L001108,CHI vs MIA,2/1/26,,scraped_feed_c,False
L001109,IMA vs CH,February 1,KC,scraped_feed_c,False
L001110,Chicago Bulls vs Miami Heat,February 1,Kaseya Center,official_feed,False
L001111,Chicago&nbsp;Bulls vs Miami Heat,2/1/2026,Kaseya Center,scraped_feed_b,False
L001112,New York Knicks vs Washington Wizards,"November 4, 2025",Madison Square Garden,official_feed,False
L001113,WAS vs NYK,11/4/2025,MSG,scraped_feed_b,False
L001114,Washington Wizards at New York Knicks,11/4/25,Madison Square Garden,official_feed,False
L001115,Washington Wizards at New York Knicks,11/4/25,Madison Square Garden,official_feed,False
L001116,  NYK  vs ATL ,4/23/2026,Madison Square Garden,scraped_feed_c,True
L001117,Atlanta Hawks vs New York Knicks,2026-04-21,Madison Square Garden,official_feed,False
L001118,Atlanta Hawks at New York Knicks,2026-04-21,Madison Square Garden,scraped_feed_b,False
L001119,Atlanta Hawks @ New uork Knicks,4/21/2026,Madison Square Garden Arena,scraped_feed_b,False
L001120,  HOU  vs ORL ,February 27,Kia Center,scraped_feed_b,False
L001121,Houston Rockets vs Orlando Magic,2/27/2026,Kia Center,official_feed,False
L001122,Houston Rockets at Orlando Magic,2026-02-27,Kia Center,partner_feed_a,False
L001123,Houston Rockets vs Orlando Magic,February 27,Kia Center,official_feed,False
L001124,MIL at CLE,October 26,,scraped_feed_b,False
L001125,MILa t CLE,10/26/25,Rocket Arena,scraped_feed_b,False
L001126,MIL at CLE,10/26/2025,,partner_feed_a,False
L001127,Milwaukee Bucks vs Cleveland Cavaliers,October 26,Rocket Arena,official_feed,False
L001128,DAL&nbsp;v. CHA,"October 12, 2025",American Airlines Center,scraped_feed_b,False
L001129,DAL vs CHA,October 12,,scraped_feed_c,False
L001130,  cha  @ dal ,2025-10-12,American Airlines Center,scraped_feed_c,False
L001131,CHA&nbsp;VS DAL,10/12/2025,American Airlines Center,scraped_feed_c,False
L001132,DET vs CLE,,Rocket Arena,scraped_feed_c,False
L001133,Detroit Pistons vs Cleveland Cavaliers,"March 4, 2026",Rocket Arena,official_feed,False
L001134,&nbsp; DET  at CLE ,"March 4, 2026",Quicken Loans Arena,scraped_feed_b,False
L001135,Detroit Pistons vs Cleveland Cavaliers,2026-03-04,Rocket Arena,official_feed,False
L001136,New England Patriots at Miami Dolphins,9/14/25,Hard Rock Stadium,official_feed,False
L001137,New England Patriots vs Miami Dolphins,"September 14, 2025",Hard Rock Stadium,official_feed,False
L001138,New England Patriots at Miami Dolphins,September 14,Hard Rock Stadium,partner_feed_a,False
L001139,NE vs MIA,"September 14, 2025",SLS,scraped_feed_c,False
L001140,washington wizards at denver nuggets,1/18/26,Ball Arena,partner_feed_a,False
L001141,DEN vs WAS,1/18/2026,Ball Arena Denver,partner_feed_a,False
L001142,Washington Wizards at Denver Nuggets,January 18,Ball Arena,official_feed,False
L001143,EDN vs qAS,January 18,Ball Arena,scraped_feed_c,False
L001144,Detroit Pistons vs Memphis Grizzlies,11/4/25,FedExForum,partner_feed_a,False
L001145,Memphis Grizzlies vs Detroit Pistons,November 4,FedExForum,official_feed,False
L001146,memphis grizzlies vs detroit pistons,"November 4, 2025",F,scraped_feed_b,False
L001147,Memphis Grizzlies vs Detroit Pistons,2025-11-04,FedExForum,partner_feed_a,False
L001148,WAS vs ATL,2025-09-28,Mercedes-Benz Stadium,partner_feed_a,False
L001149,Atlanta Falcons vs Washington Commanders,September 28,Mercedes-Benz Stadium,partner_feed_a,False
L001150,washington commanders at atlanta falcons,September 28,Mercedes-Benz Stadium,partner_feed_a,False
L001151,Atlanta Falcons vs Washington Commanders,2025-09-28,Mercedes-Benz Stadium,official_feed,False
L001152,LAL vs OR,"March 19, 2026",Kia Center,scraped_feed_c,True
L001153,ORL vs LAL,"March 21, 2026",,scraped_feed_b,False
L001154,ALL at ORL,"March 21, 2026",Kia Center,scraped_feed_c,False
L001155,  Los  Angeles Lakers at Orlando Magic ,2026-03-22,Kia Center,scraped_feed_c,True
L001156,New Orleans Pelicans vs Milwaukee Bucks,2/21/26,Smoothie King Center,partner_feed_a,False
L001157,NOP v. MIL,2/21/2026,SKC,scraped_feed_c,False
L001158,NOP vs MIL,"February 21, 2026",New Orleans Arena,scraped_feed_b,False
L001159,New Orleans Pelicans vs Milwaukee Bucks,"February 21, 2026",Smoothie King Center,official_feed,False
L001160,LA Clippers vs Dallas Mavericks,"November 30, 2025",Intuit Dome,official_feed,False
L001161,LA Clippers vs Dallas Mavericks,"November 30, 2025",Intuit Dome,official_feed,False
L001162,  LA  Clippers vs DAL ,,Intuit Dome,scraped_feed_b,False
L001163,la clippers vs dallas mavericks,"November 30, 2025",Intuit Dome Los Angeles,partner_feed_a,False
L001164,dallas mavericks v. chicago bulls,April 13,AAC,scraped_feed_c,False
L001165,Chicago Bulls vs Dallas Mavericks,"April 13, 2026",AAC,scraped_feed_c,False
L001166,dal vs chi,2026-04-13,American Airlines Center,partner_feed_a,False
L001167,Chicago Bulls at Dallsa Mavericks,"April 13, 2026",American Airlines Center,scraped_feed_b,False
L001168,Portland Trail Blazers at Utah Jazz,October 17,Delta Center,partner_feed_a,False
L001169,uta v. por,2025-10-17,Delta Center,scraped_feed_b,False
L001170,Portland Trail Blazers v. Utah Jazz,October 17,Delta Center Salt Lake,scraped_feed_c,False
L001171,Portland Trail Blazers vs Utah Jazz,"October 17, 2025",Delta Center,official_feed,False
L001172,Milwaukee Bucks vs Denver Nuggets,"January 24, 2026",Fiserv Forum,partner_feed_a,False
L001173,Milwaukee Bucks vs Denver Nuggets,"January 24, 2026",Fiserv Forum,partner_feed_a,False
L001174,Denver Nuggets at Milwaukee Bucks,"January 24, 2026",Fiserv Forum,scraped_feed_c,False
L001175,DEN vs MIL,1/24/2026,Fiserv Forum,scraped_feed_c,False
L001176,NYJ at MIA,9/27/2025,Hard Rock Stadium,scraped_feed_b,True
L001177,New York hets @ Miami Dolhpins,September 29,Hard Rock Stadium,scraped_feed_c,False
L001178,New York Jets at Miami Dolphins,"September 29, 2025",Hard Rock Stadium,official_feed,False
L001179,New York Jets vs Miami Dolphins,9/29/25,Hard Rock Stadium,official_feed,False
L001180,Toronto Raptors vs New York Knicks,November 30,The Garden,scraped_feed_b,False
L001181,New York Knicks vs Toronto Raptors,November 30,Madison Square Garden,official_feed,False
L001182,TOR @ NYK,November 30,The Garden,scraped_feed_c,False
L001183,toronto raptors at new york knicks,November 30,,partner_feed_a,False
L001184,  FAL  VS CHQ ,3/4/26,Spectrum Center,scraped_feed_c,False
L001185,dallas mavericks at charlotte hornets,2026-03-04,,scraped_feed_c,False
L001186,Dallas Mavericks at Charlotte Hornets,3/4/2026,Spectrum Center,official_feed,False
L001187,Dallas Mavericks vs Charlotte Hornets,March 4,Spectrum Center,official_feed,False
L001188,Oklahoma City Thunder vs Detroit Pistons,2/26/2026,Little Caesars Arena,official_feed,False
L001189,Oklahoma City Thunder at Detroit Pistons,2/26/26,Little Caesars Arena,official_feed,False
L001190,OKC at DT,"February 26, 2026",Little Caesars Arena,scraped_feed_b,False
L001191,OKC vs DET,February 26,Little Caesars Arena,scraped_feed_b,False
L001192,Washington Wizards at LA Clippers,2026-01-15,Intuit Dome,partner_feed_a,False
L001193,la clippers vs washington wizards,1/15/26,Intuit Dome,partner_feed_a,False
L001194,LA Clippers vs Washington Wizards,1/15/2026,Intuit Dome,official_feed,False
L001195,Washington Wizards at LA Clippers,1/15/26,Intuit Dome,official_feed,False
L001196,Boston Celtics at Minnesota Timberwolves,11/29/25,Target Center,official_feed,False
L001197,Boston Celtics vs Minnesota Timberwolves,11/29/2025,Target Center,partner_feed_a,False
L001198,Boston Celtics at Minnesota Timberwolves,11/29/2025,Target Center,scraped_feed_c,False
L001199,Minnesota Timberwolves vs Boston Celtics,11/29/25,Target Center,official_feed,False
L001200,CLE at CHA,2026-01-22,Spectrum Center,partner_feed_a,False
L001201,Cleveland Cavaliers vs Charlotte Hornets,1/22/2026,Spectrum Center,official_feed,False
L001202,Charlotte Hornets vs Cleveland Cavaliers,1/22/2026,Spectrum Center,official_feed,False
L001203,Cleveland Cavaliers vs Charlotte Hornets,1/22/26,Spectrum Center,official_feed,False
L001204,New York Knicks at Portland Trail Blazers,2026-01-11,Moda Center,official_feed,False
L001205,nyk at por,"January 11, 2026",Moda Center Portland,partner_feed_a,False
L001206,New York Knicks vs Portland Trail Blazers,"January 11, 2026",Moda Center,official_feed,False
L001207,NYK at POR,1/11/26,Moda Center,partner_feed_a,False
L001208,Cleveland Cavaliers vs Minnesota Timberwolves,January 9,Target Center Minneapolis,partner_feed_a,False
L001209,cle vs min,"January 9, 2026",Target Center,partner_feed_a,False
L001210,CLE v. MIN,January 9,Target Center,scraped_feed_c,False
L001211,CLE VS MIN,"January 9, 2026",Target Center,partner_feed_a,False
L001212,LA Clippers vs Los Agneles Lakers,January 23,Intuit Dome Los Angeles,scraped_feed_b,False
L001213,AL Clippers vs LAL,"January 23, 2026",Intuit Dome,scraped_feed_c,False
L001214,la cluppers vs lal,"January 23, 2026",Intuit Dome,scraped_feed_c,False
L001215,LA Clippers vs LAL,2026-01-23,Intuit Dome Los Angeles,partner_feed_a,False
L001216,Houston Rockets vs Dallas Mavericks,1/4/2026,American Airlines Center,official_feed,False
L001217,Houston Rockets at Dallas Mavericks,January 4,American Airlines Center,official_feed,False
L001218,Houston Rockets vs Dallas Mavericks,1/4/26,American Airlines Center,scraped_feed_c,False
L001219,Dallas Mavericks vs Houston Rockets,2026-01-04,American Airlines Center,official_feed,False
L001220,LA Clippers vs Portland Trail Blazers,2025-10-27,Intuit Dome,scraped_feed_b,False
L001221,LA Clippers vs Portland Trail Blazers,10/27/2025,Intuit Dome,official_feed,False
L001222,Portland Trail Blazers vs LA Clippers,2025-10-27,Intuit Dome Los Angeles,partner_feed_a,False
L001223,LA CLIPPERS VS PORTLAND TRAIL BLAZERS,"October 27, 2025",,partner_feed_a,False
L001224,  DENEVR  BRNOCOS VS KANSAS CITY CHIEFS ,"November 16, 2025",Empower Field at Mile High,scraped_feed_c,False
L001225,Denver Broncos vs Kansas City Chiefs,"November 16, 2025",Empower Field at Mile High,official_feed,False
L001226,DEN vs KC,2025-11-16,Empower Field at Mile High,partner_feed_a,False
L001227,  DEN  v. KC ,"November 16, 2025",,scraped_feed_c,False
L001228,  PHI  VS HOU ,"April 10, 2026",TC,scraped_feed_b,False
L001229,phi vs hou,April 10,Toyota Center (Houston),partner_feed_a,False
L001230,PHI&nbsp;vs HOU,April 9,TC,scraped_feed_b,True
L001231,Houston Rockets vs Philadelphia 76ers,4/10/26,Toyota Center (Houston),official_feed,False
L001232,okx cs bos,3/25/26,TD Garden,scraped_feed_b,False
L001233,Oklahoma City rhunder vs Boston Celtivs,,Fleet Center,scraped_feed_c,False
L001234,Boston Celtics vs Oklahoma City Thunder,2026-03-25,TD Garden,official_feed,False
L001235,Oklahoma City Thunder at Boston Celtics,3/25/26,TD Garden,scraped_feed_b,False
L001236,DEN vs CIN,9/30/2025,Empower Field at Mile High,partner_feed_a,False
L001237,Denver Broncos vs Cincinnati Bengals,September 30,Empower Field at Mile High,official_feed,False
L001238,Cincinnati Bengals vs Denver Broncos,2025-09-30,Empower Field at Mile High,official_feed,False
L001239,Cincinnati Bengals vs Denver Broncos,"September 30, 2025",Empower Field at Mile High,official_feed,False
L001240,Philadelphia 76ers at Detroit Pistons,"November 15, 2025",Little Caesars Arena,official_feed,False
L001241,Philadelphia 76ers at Detroit Pistons,11/15/2025,Little Caesars Arena,official_feed,False
L001242,Philadelphia 76ers vs Detroit Pistons,2025-11-15,Little Caesars Arena,official_feed,False
L001243,PHI @ DET,2025-11-15,,scraped_feed_b,False
L001244,cle at chi,3/20/26,United Center,partner_feed_a,False
L001245,CLE at CHI,2026-03-20,United Center Chicago,partner_feed_a,False
L001246,CLE AT CHI,3/19/2026,United Center,scraped_feed_b,True
L001247,Cleveland&nbsp;Cavaliers at Chicago Bukls,,UC,scraped_feed_c,True
L001248,por v. cle,December 4,The Q,scraped_feed_c,False
L001249,CLE vs POR,2025-12-04,Rocket Arena,partner_feed_a,False
L001250,Portland Trail Blazers @ Cleveland Cavaliers,,RA,scraped_feed_c,True
L001251,Cleveland Cavaliers vs Portland Trail Blazers,12/4/2025,Rocket Arena,official_feed,False
L001252,Phoenix Suns at Orlando Magic,"March 31, 2026",Kia Center,official_feed,False
L001253,Orlando Magic vs Phoenix Suns,"March 31, 2026",Amway Center,partner_feed_a,False
L001254,orl vs phx,,AC,scraped_feed_c,False
L001255,Orlando Magic vs Phoenix Suns,2026-03-31,Kia Center,official_feed,False
L001256,Miami Heat vs Philadelphia 76ers,3/30/26,Kaseya Center,scraped_feed_b,False
L001257,  Maimi  Heat vs Phildaelphia 76ers ,March 30,Kaseya Center,scraped_feed_c,False
L001258,  Philadelphia  76ers vs Miami Heat ,"March 30, 2026",,scraped_feed_b,False
L001259,PHILADELPHIA 76ERS AT MIAMI HEAT,"March 30, 2026",FTX Arena,scraped_feed_b,False
L001260,Memphis Grizzlies v. Oklahoma City Thunder,"November 9, 2025",FedExForum,scraped_feed_b,False
L001261,MEMPHIS GRIZZLIES VS OKLAHOMA CITY THNDER,11/9/2025,FedEx Forum,scraped_feed_b,False
L001262,Memphis Grizzlies vs Oklahoma City Thunder,"November 9, 2025",FedEx Forum,scraped_feed_b,False
L001263,KC v. MME,2025-11-10,FedExForum,scraped_feed_c,True
L001264,Golden State Warroirs vs Chicago Bulls,2025-12-08,UC,scraped_feed_b,False
L001265,Golden State Warriors v. Chicago Bulls,12/8/2025,UC,scraped_feed_c,False
L001266,CHICAGO BULLS VS GOLDEN STATE WARRIORS,"December 8, 2025",United Center,partner_feed_a,False
L001267,Golden State Warriors at Chicago Bulls,12/8/25,United Center,official_feed,False
L001268,Milwaukee Bucks at Boston Celtics,2/1/26,TD Garden,official_feed,False
L001269,Boston Celtics vs Milwaukee Bucks,2/1/26,TD Garden,official_feed,False
L001270,MIL atBOS,2/1/26,,scraped_feed_b,False
L001271,Milwaukee Bucks vs Boston Celtics,2/1/2026,TD Garden,official_feed,False
L001272,Cleveland Cavaliers vs Los Angeles Lakers,April 1,crypto.com Arena,official_feed,False
L001273,Cleveland Cavaliers at Los Angeles Lakers,"April 1, 2026",crypto.com Arena,official_feed,False
L001274,LAL vs CLE,"April 1, 2026",crypto.com Arena,partner_feed_a,False
L001275,CLE svL AL,April 1,crypto.com Arena,scraped_feed_b,False
L001276,Sacramento Kings at Boston Celtics,1/31/26,TD Garden,official_feed,False
L001277,sac&nbsp;vs bos,1/31/2026,TD Garden,scraped_feed_b,False
L001278,Boston Celtics vs Sacramento Kings,January 31,TD Garden,official_feed,False
L001279,BSO vs SAC,,TG,scraped_feed_c,False
L001280,GSW vs LA Clippers,"October 18, 2025",Chase Center,partner_feed_a,False
L001281,LA Clippws at GSW,10/18/25,CC,scraped_feed_c,False
L001282,LA CLIPPERS VS GOLDEN STATE WARRIORS,10/18/25,Chase Center Arena,partner_feed_a,False
L001283,LA CLIPPERS AT GSW,10/18/25,Chase Center,partner_feed_a,False
L001284,Boston Celtics vs Indiana Pacers,"January 13, 2026",Gainbridge Fieldhouse,official_feed,False
L001285,ind vs bos,"January 13, 2026",Gainbridge Fieldhouse,partner_feed_a,False
L001286,BOS at IND,1/13/2026,GF,scraped_feed_c,False
L001287,  IND  v. BOS ,"January 13, 2026",Gainbridge Fieldhouse,scraped_feed_c,False
L001288,Utah&nbsp;Jazz @ Cleveland Cavaliers,"January 13, 2026",Rocket Arena,scraped_feed_b,False
L001289,UTA vs CLE,"January 13, 2026",Rocket Arena Cleveland,partner_feed_a,False
L001290,UTA vs CLE,1/13/26,Rocket Arena,scraped_feed_c,False
L001291,UTA @ CLE,"January 13, 2026",The Q,scraped_feed_b,False
L001292,Orlando Magic vs Miami Heat,12/6/2025,Kia Center,official_feed,False
L001293,miami heat vs orlando magic,"December 6, 2025",Kia Center,partner_feed_a,False
L001294,Miami Heat at Orlando Magic,"December 6, 2025",Kia Center,official_feed,False
L001295,orl vs nia,,,scraped_feed_c,False
L001296,BAL vs HOU,10/5/2025,M&T Bank Stadium,partner_feed_a,False
L001297,houston texans at baltimore ravens,10/5/25,M&T Bank Stadium,partner_feed_a,False
L001298,HOU atBAL,10/5/25,PS,scraped_feed_c,False
L001299,Houston Texans v. Baltimore Ravens,10/5/25,MBS,scraped_feed_c,False
L001300,Charlotte Hornets vs Milwaukee Bucks,November 15,Bradley Center,scraped_feed_c,False
L001301,CHA at MIL,"November 15, 2025",Fiserv Forum,scraped_feed_b,False
L001302,Milwaukee Bucks vs Charlotte Hornets,"November 15, 2025",Fiserv Forum,scraped_feed_c,False
L001303,Charlotte Hornets vs Milwaukee Bucks,November 15,Fiserv Forum,official_feed,False
L001304,CHA VS HOU,2/20/2026,,partner_feed_a,False
L001305,HOU at CAH,"February 20, 2026",SC,scraped_feed_c,False
L001306,Houston Rockets at Charlotte Hornets,2026-02-20,Spectrum Center,official_feed,False
L001307,HOU vs CHA,2/20/2026,,partner_feed_a,False
L001308,Atlanta Hawks at Milwaukee Bucks,3/5/26,Fiserv Forum,official_feed,False
L001309,MIL vs ATL,March 5,,partner_feed_a,False
L001310,Atlanta Hawks at Milwaukee Bucks,"March 5, 2026",Fiserv Forum,official_feed,False
L001311,Atlanta Hawks at Milwaukee Bucks,3/5/26,Fiserv Forum,official_feed,False
L001312,  Orlando  Magic at Detroit Pitons ,2026-04-19,Little Caesars Arena Detroit,scraped_feed_c,False
L001313,ORL at DET,4/19/26,Little Caesars Arena Detroit,partner_feed_a,False
L001314,Orlando Magic at Detroit Pistons,April 19,Little Caesars Arena,official_feed,False
L001315,Orlando Magic at DetroitP istons,"April 19, 2026",Little Caesars Arena,scraped_feed_c,False
L001316,San Antonio Spurs at Indiana Pacers,January 3,Gainbridge Fieldhouse,official_feed,False
L001317,SA v. ImD,1/3/2026,GF,scraped_feed_c,False
L001318,SAS at IND,January 3,Gainbridge Fieldhouse,partner_feed_a,False
L001319,Indiana&nbsp;Pacers vs San Antonio Spurs,2026-01-03,Gainbridge Fieldhouse,scraped_feed_b,False
L001320,Jacksonville Jaguars vs Seattle Seahawks,October 12,EverBank Stadium,official_feed,False
L001321,SEA at JAX,"October 12, 2025",EverBank Stadium,partner_feed_a,False
L001322,Seattle Seahawks vs Jacksonville Jaguars,October 12,EverBank Stadium,partner_feed_a,False
L001323,  Seattl  eSeahawks v. Jacksonville Jaguars ,2025-10-12,JMS,scraped_feed_b,False
L001324,Philadelphia Eagles vs Washington Commanders,December 20,Northwest Stadium,official_feed,False
L001325,Washington Commanders vs Philadelphia Eagles,"December 20, 2025",Northwest Stadium,official_feed,False
L001326,phi&nbsp;at was,December 20,Northwest Stadium,scraped_feed_b,False
