listing_id,raw_title,raw_date,raw_venue,source,candidate_event_id,cand_home_team,cand_away_team,cand_venue_canonical,cand_event_date,cand_venue_lat,cand_venue_lon,blocking_score,label,split
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810148,Minnesota Timberwolves,Boston Celtics,Target Center,2025-11-29T22:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810385,Minnesota Timberwolves,Cleveland Cavaliers,Target Center,2026-01-09T01:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810992,Minnesota Timberwolves,Charlotte Hornets,Target Center,2026-04-05T23:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810745,Minnesota Timberwolves,Memphis Grizzlies,Target Center,2026-03-04T01:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810255,Minnesota Timberwolves,Milwaukee Bucks,Target Center,2025-12-22T00:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810620,Minnesota Timberwolves,Atlanta Hawks,Target Center,2026-02-10T01:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401869402,Minnesota Timberwolves,Denver Nuggets,Target Center,2026-05-01T01:30Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810859,Minnesota Timberwolves,Utah Jazz,Target Center,2026-03-19T00:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401869398,Minnesota Timberwolves,Denver Nuggets,Target Center,2026-04-24T01:30Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810220,Minnesota Timberwolves,Phoenix Suns,Target Center,2025-12-09T00:30Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401809246,Minnesota Timberwolves,Denver Nuggets,Target Center,2025-10-28T01:30Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401812714,Minnesota Timberwolves,Guangzhou Loong-Lions,Target Center,2025-10-14T00:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401812685,Minnesota Timberwolves,Indiana Pacers,Target Center,2025-10-08T00:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401810368,Minnesota Timberwolves,Miami Heat,Target Center,2026-01-07T01:00Z,44.9795,-93.276,7.9026675,0,train
L000400,Minnesota Timberwolves vs Washington Wizards,11/20/25,Target Center,official_feed,nba_401809786,Minnesota Timberwolves,Sacramento Kings,Target Center,2025-11-15T01:00Z,44.9795,-93.276,7.9026675,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810114,Minnesota Timberwolves,Washington Wizards,Target Center,2025-11-20T01:00Z,44.9795,-93.276,13.846816,1,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810101,Minnesota Timberwolves,Dallas Mavericks,Target Center,2025-11-18T01:00Z,44.9795,-93.276,7.9026675,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810126,Chicago Bulls,Washington Wizards,United Center,2025-11-23T01:00Z,41.8807,-87.6742,6.3864665,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,5.978229,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401809792,Toronto Raptors,Washington Wizards,Scotiabank Arena,2025-11-22T00:30Z,43.6435,-79.3791,5.944148,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nfl_401772887,Green Bay Packers,Minnesota Vikings,Lambeau Field,2025-11-23T18:00Z,44.5013,-88.0622,2.564882,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810116,Oklahoma City Thunder,Sacramento Kings,Paycom Center,2025-11-20T01:00Z,35.4634,-97.5151,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810095,Utah Jazz,Chicago Bulls,Delta Center,2025-11-17T01:00Z,40.7683,-111.9011,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810123,Charlotte Hornets,LA Clippers,Spectrum Center,2025-11-22T18:00Z,35.2251,-80.8392,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810119,Orlando Magic,LA Clippers,Kia Center,2025-11-21T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810124,Orlando Magic,New York Knicks,Kia Center,2025-11-22T22:00Z,28.5392,-81.3839,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401809793,Chicago Bulls,Miami Heat,United Center,2025-11-22T01:00Z,41.8807,-87.6742,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810105,Brooklyn Nets,Boston Celtics,Barclays Center,2025-11-19T00:30Z,40.6826,-73.9754,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810104,Orlando Magic,Golden State Warriors,Kia Center,2025-11-19T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401809797,Utah Jazz,Oklahoma City Thunder,Delta Center,2025-11-22T03:00Z,40.7683,-111.9011,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810099,Miami Heat,New York Knicks,Kaseya Center,2025-11-18T00:30Z,25.7814,-80.187,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401809798,Golden State Warriors,Portland Trail Blazers,Chase Center,2025-11-22T03:00Z,37.768,-122.3878,0.44231817,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810091,Houston Rockets,Orlando Magic,Toyota Center (Houston),2025-11-17T00:00Z,29.7508,-95.3621,0.37418914,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810092,New Orleans Pelicans,Golden State Warriors,Smoothie King Center,2025-11-17T00:00Z,29.949,-90.0821,0.37418914,0,train
L000401,washington wizards vs minnesota timberwolves,2025-11-20,Target Center,partner_feed_a,nba_401810107,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,2025-11-19T01:00Z,29.4269,-98.4375,0.37418914,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810114,Minnesota Timberwolves,Washington Wizards,Target Center,2025-11-20T01:00Z,44.9795,-93.276,13.846816,1,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810101,Minnesota Timberwolves,Dallas Mavericks,Target Center,2025-11-18T01:00Z,44.9795,-93.276,7.9026675,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810126,Chicago Bulls,Washington Wizards,United Center,2025-11-23T01:00Z,41.8807,-87.6742,6.3864665,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,5.978229,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401809792,Toronto Raptors,Washington Wizards,Scotiabank Arena,2025-11-22T00:30Z,43.6435,-79.3791,5.944148,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nfl_401772887,Green Bay Packers,Minnesota Vikings,Lambeau Field,2025-11-23T18:00Z,44.5013,-88.0622,2.564882,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810116,Oklahoma City Thunder,Sacramento Kings,Paycom Center,2025-11-20T01:00Z,35.4634,-97.5151,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810095,Utah Jazz,Chicago Bulls,Delta Center,2025-11-17T01:00Z,40.7683,-111.9011,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810123,Charlotte Hornets,LA Clippers,Spectrum Center,2025-11-22T18:00Z,35.2251,-80.8392,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810119,Orlando Magic,LA Clippers,Kia Center,2025-11-21T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810124,Orlando Magic,New York Knicks,Kia Center,2025-11-22T22:00Z,28.5392,-81.3839,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401809793,Chicago Bulls,Miami Heat,United Center,2025-11-22T01:00Z,41.8807,-87.6742,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810105,Brooklyn Nets,Boston Celtics,Barclays Center,2025-11-19T00:30Z,40.6826,-73.9754,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810104,Orlando Magic,Golden State Warriors,Kia Center,2025-11-19T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401809797,Utah Jazz,Oklahoma City Thunder,Delta Center,2025-11-22T03:00Z,40.7683,-111.9011,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810099,Miami Heat,New York Knicks,Kaseya Center,2025-11-18T00:30Z,25.7814,-80.187,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401809798,Golden State Warriors,Portland Trail Blazers,Chase Center,2025-11-22T03:00Z,37.768,-122.3878,0.44231817,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810091,Houston Rockets,Orlando Magic,Toyota Center (Houston),2025-11-17T00:00Z,29.7508,-95.3621,0.37418914,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810092,New Orleans Pelicans,Golden State Warriors,Smoothie King Center,2025-11-17T00:00Z,29.949,-90.0821,0.37418914,0,train
L000402,Washington Wizards vs Minnesota Timberwolves,2025-11-20,Target Center,scraped_feed_b,nba_401810107,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,2025-11-19T01:00Z,29.4269,-98.4375,0.37418914,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810114,Minnesota Timberwolves,Washington Wizards,Target Center,2025-11-20T01:00Z,44.9795,-93.276,13.846816,1,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810101,Minnesota Timberwolves,Dallas Mavericks,Target Center,2025-11-18T01:00Z,44.9795,-93.276,7.9026675,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810126,Chicago Bulls,Washington Wizards,United Center,2025-11-23T01:00Z,41.8807,-87.6742,6.3864665,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,5.978229,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401809792,Toronto Raptors,Washington Wizards,Scotiabank Arena,2025-11-22T00:30Z,43.6435,-79.3791,5.944148,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nfl_401772887,Green Bay Packers,Minnesota Vikings,Lambeau Field,2025-11-23T18:00Z,44.5013,-88.0622,2.564882,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810116,Oklahoma City Thunder,Sacramento Kings,Paycom Center,2025-11-20T01:00Z,35.4634,-97.5151,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810095,Utah Jazz,Chicago Bulls,Delta Center,2025-11-17T01:00Z,40.7683,-111.9011,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810123,Charlotte Hornets,LA Clippers,Spectrum Center,2025-11-22T18:00Z,35.2251,-80.8392,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810119,Orlando Magic,LA Clippers,Kia Center,2025-11-21T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810124,Orlando Magic,New York Knicks,Kia Center,2025-11-22T22:00Z,28.5392,-81.3839,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401809793,Chicago Bulls,Miami Heat,United Center,2025-11-22T01:00Z,41.8807,-87.6742,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810105,Brooklyn Nets,Boston Celtics,Barclays Center,2025-11-19T00:30Z,40.6826,-73.9754,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810104,Orlando Magic,Golden State Warriors,Kia Center,2025-11-19T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401809797,Utah Jazz,Oklahoma City Thunder,Delta Center,2025-11-22T03:00Z,40.7683,-111.9011,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810099,Miami Heat,New York Knicks,Kaseya Center,2025-11-18T00:30Z,25.7814,-80.187,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401809798,Golden State Warriors,Portland Trail Blazers,Chase Center,2025-11-22T03:00Z,37.768,-122.3878,0.44231817,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810091,Houston Rockets,Orlando Magic,Toyota Center (Houston),2025-11-17T00:00Z,29.7508,-95.3621,0.37418914,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810092,New Orleans Pelicans,Golden State Warriors,Smoothie King Center,2025-11-17T00:00Z,29.949,-90.0821,0.37418914,0,train
L000403,Washington Wizards vs Minnesota Timberwolves,11/20/2025,Target Center,official_feed,nba_401810107,San Antonio Spurs,Memphis Grizzlies,Frost Bank Center,2025-11-19T01:00Z,29.4269,-98.4375,0.37418914,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,13.039578,1,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810760,Phoenix Suns,Chicago Bulls,Mortgage Matchup Center,2026-03-06T02:00Z,33.4457,-112.0712,10.216375,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810468,Philadelphia 76ers,Phoenix Suns,Xfinity Mobile Arena,2026-01-21T00:00Z,39.9012,-75.172,9.410675,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810564,Phoenix Suns,LA Clippers,Mortgage Matchup Center,2026-02-02T01:00Z,33.4457,-112.0712,8.662287,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810548,Phoenix Suns,Cleveland Cavaliers,Mortgage Matchup Center,2026-01-31T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810891,Phoenix Suns,Toronto Raptors,Mortgage Matchup Center,2026-03-23T01:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810783,Phoenix Suns,Charlotte Hornets,Mortgage Matchup Center,2026-03-09T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810524,Phoenix Suns,Brooklyn Nets,Mortgage Matchup Center,2026-01-28T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810628,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-02-11T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401811019,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-04-09T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810338,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2026-01-03T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810145,Phoenix Suns,Houston Rockets,Mortgage Matchup Center,2025-11-25T02:30Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810410,Phoenix Suns,Washington Wizards,Mortgage Matchup Center,2026-01-12T01:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810510,Phoenix Suns,Miami Heat,Mortgage Matchup Center,2026-01-26T01:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810081,Phoenix Suns,Indiana Pacers,Mortgage Matchup Center,2025-11-14T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810886,Phoenix Suns,Milwaukee Bucks,Mortgage Matchup Center,2026-03-22T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401809941,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2025-10-23T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401810154,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2025-11-30T02:00Z,33.4457,-112.0712,8.334241,0,train
L000404,  PHI  va PHX ,,Mortgage Matchup Center,scraped_feed_c,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,8.334241,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,15.420371,1,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810468,Philadelphia 76ers,Phoenix Suns,Xfinity Mobile Arena,2026-01-21T00:00Z,39.9012,-75.172,11.791468,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810564,Phoenix Suns,LA Clippers,Mortgage Matchup Center,2026-02-02T01:00Z,33.4457,-112.0712,9.968839,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810548,Phoenix Suns,Cleveland Cavaliers,Mortgage Matchup Center,2026-01-31T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810891,Phoenix Suns,Toronto Raptors,Mortgage Matchup Center,2026-03-23T01:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810783,Phoenix Suns,Charlotte Hornets,Mortgage Matchup Center,2026-03-09T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810524,Phoenix Suns,Brooklyn Nets,Mortgage Matchup Center,2026-01-28T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810628,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-02-11T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401811019,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-04-09T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810338,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2026-01-03T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810145,Phoenix Suns,Houston Rockets,Mortgage Matchup Center,2025-11-25T02:30Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810410,Phoenix Suns,Washington Wizards,Mortgage Matchup Center,2026-01-12T01:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810510,Phoenix Suns,Miami Heat,Mortgage Matchup Center,2026-01-26T01:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810081,Phoenix Suns,Indiana Pacers,Mortgage Matchup Center,2025-11-14T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810886,Phoenix Suns,Milwaukee Bucks,Mortgage Matchup Center,2026-03-22T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401809941,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2025-10-23T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810154,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2025-11-30T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,9.55564,0,train
L000405,Philadelphia 76ers vs Phoenix Suns,2/8/26,Mortgage Matchup Center,official_feed,nba_401810936,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2026-03-29T02:00Z,33.4457,-112.0712,9.55564,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,13.100204,1,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810628,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-02-11T02:00Z,33.4457,-112.0712,8.334241,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810594,Phoenix Suns,Golden State Warriors,Mortgage Matchup Center,2026-02-06T03:00Z,33.4457,-112.0712,8.046339,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810625,Portland Trail Blazers,Philadelphia 76ers,Moda Center,2026-02-10T03:00Z,45.5316,-122.6668,4.9166703,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810595,Los Angeles Lakers,Philadelphia 76ers,crypto.com Arena,2026-02-06T03:00Z,34.043,-118.2673,4.4743524,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810607,Chicago Bulls,Denver Nuggets,United Center,2026-02-08T01:00Z,41.8807,-87.6742,2.324453,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810591,Toronto Raptors,Chicago Bulls,Scotiabank Arena,2026-02-06T00:30Z,43.6435,-79.3791,1.8821349,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810615,Minnesota Timberwolves,LA Clippers,Target Center,2026-02-08T20:00Z,44.9795,-93.276,0.44231817,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810620,Minnesota Timberwolves,Atlanta Hawks,Target Center,2026-02-10T01:00Z,44.9795,-93.276,0.44231817,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810589,Orlando Magic,Brooklyn Nets,Kia Center,2026-02-06T00:00Z,28.5392,-81.3839,0.44231817,0,train
L000406,PHX vs PHI,2026-02-08,Mortgage Matchup Center,partner_feed_a,nba_401810605,Orlando Magic,Utah Jazz,Kia Center,2026-02-08T00:00Z,28.5392,-81.3839,0.44231817,0,train
